heading,count
PROPOSED PHONOLOGY-AUGMENTED,1
TRANSLITERATION EXPERIMENTS,1
REVIEW OF LSTM-RNNS,1
SPEAKER ADAPTATION OF LSTM-RNNS,1
GPU IMPLEMENTATION,1
EVALUATION CORPORA,1
RESULTS AND ANALYSIS,1
REVIEW OF DNNS,1
EXTRACTION OF SMD DESCRIPTORS,1
DISTANCE-AWARE DNNS,1
SPARSITY IN REGRESSION,1
EXPERIMENTAL SETTINGS,1
GAME PLAY,1
GAME MECHANISMS FOR TASK COMPLETION,1
GAME MOTIVATION MECHANISMS,1
IMPLEMENTATION,1
MODIFIED PSYCHOACOUSTIC COMPENSATION,1
MODEL DOMAIN CEPSTRAL MEAN AND,1
OVERALL PSY-COMP AND MCMVN SCHEME,1
CONVENTIONAL INTELLIGIBILITY MEASURES,1
MOTIVATION FOR A PHASE-AWARE METRIC,1
GENERALIZED VARIABLE PARAMETER HMMS,1
EFFICIENT USE OF DNN,1
TANDEM GVP-HMM SYSTEMS,1
ALGORITHM,1
FRAMEWORK DESCRIPTION,1
DEEP BOTTLENECK FEATURE EXTRACTION FOR,1
SYSTEM DESIGN,1
HARMONIC CHIRP MODEL,1
FILTERS,1
SIMULATIONS,1
STRUCTURING LECTURES WITH A MAP,1
LINKING LECTURES WITH SIMILAR CONTENT,1
PREREQUISITE PREDICTION,1
COMPRESSIVE SAMPLING PRINCIPLES,1
COMPRESSIBILITY OF PHONOLOGICAL FEATURES,1
RESEARCH METHODOLOGY,1
TONE RECOGNITION MODELS,1
GHT-SNN SYSTEM DESIGN,1
EXPERIMENTAL EVALUATION,1
DEEP LEARNING FOR TEXT-DEPENDENT,1
MULTI-TASK DEEP LEARNING FOR,1
SIGNAL MODEL,1
PHASE RECONSTRUCTION,1
PARAMETRIC RECTIFIED LINEAR UNITS,1
ACOUSTIC MODELLING: CONVOLUTIONAL,1
CONNECTIONIST TEMPORAL CLASSIFICATION,1
DECODING,1
ANALYSIS AND RESULTS,1
CATEGORIZATION OF,1
VARIOUS LANGUAGE MODEL TECHNOLOGIES,1
